provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
J,2020-03-08,6,5,1,0,0
L,2020-03-08,13,10,0,0,3
LE,2020-03-08,7,7,0,0,0
LO,2020-03-08,41,41,0,0,0
LU,2020-03-08,6,6,0,0,0
M,2020-03-08,1052,1051,0,0,1
MA,2020-03-08,41,38,3,0,0
ME,2020-03-08,1,1,0,0,0
MU,2020-03-08,19,14,5,0,0
NA,2020-03-08,51,38,13,0,0
O,2020-03-08,14,14,0,0,0
OR,2020-03-08,3,2,0,0,1
P,2020-03-08,2,2,0,0,0
PM,2020-03-08,14,12,1,0,1
PO,2020-03-08,12,11,0,0,1
S,2020-03-08,17,17,0,0,0
SA,2020-03-08,15,12,3,0,0
SE,2020-03-08,10,8,2,0,0
SG,2020-03-08,12,10,2,0,0
SO,2020-03-08,8,8,0,0,0
SS,2020-03-08,10,10,0,0,0
T,2020-03-08,6,6,0,0,0
TE,2020-03-08,5,5,0,0,0
TF,2020-03-08,19,17,0,0,2
TO,2020-03-08,40,12,0,0,28
V,2020-03-08,62,52,9,0,1
VA,2020-03-08,11,9,2,0,0
VI,2020-03-08,48,47,0,0,1
Z,2020-03-08,29,28,0,0,1
ZA,2020-03-08,2,1,1,0,0
A,2020-03-09,67,56,10,0,1
AB,2020-03-09,31,6,0,0,25
AL,2020-03-09,9,7,2,0,0
AV,2020-03-09,17,14,3,0,0
B,2020-03-09,493,456,0,1,36
BA,2020-03-09,10,10,0,0,0
BI,2020-03-09,59,56,0,0,3
BU,2020-03-09,26,26,0,0,0
C,2020-03-09,36,35,0,0,1
CA,2020-03-09,12,12,0,0,0
CC,2020-03-09,27,20,7,0,0
CE,2020-03-09,1,0,1,0,0
CO,2020-03-09,14,13,1,0,0
CR,2020-03-09,71,13,0,0,58
CS,2020-03-09,13,13,0,0,0
CU,2020-03-09,28,9,0,0,19
GC,2020-03-09,11,9,0,0,2
GI,2020-03-09,39,34,0,0,5
GR,2020-03-09,30,29,1,0,0
GU,2020-03-09,31,6,0,0,25
H,2020-03-09,3,2,1,0,0
HU,2020-03-09,1,1,0,0,0
J,2020-03-09,17,16,1,0,0
L,2020-03-09,21,16,0,0,5
LE,2020-03-09,25,23,2,0,0
LO,2020-03-09,60,59,1,0,0
LU,2020-03-09,8,8,0,0,0
M,2020-03-09,1516,1510,0,0,6
MA,2020-03-09,48,43,5,0,0
ME,2020-03-09,2,2,0,0,0
MU,2020-03-09,34,24,9,0,1
NA,2020-03-09,97,77,20,0,0
O,2020-03-09,32,32,0,0,0
OR,2020-03-09,23,23,0,0,0
P,2020-03-09,0,0,0,0,0
PM,2020-03-09,17,16,1,0,0
PO,2020-03-09,15,14,1,0,0
S,2020-03-09,9,9,0,0,0
SA,2020-03-09,26,25,1,0,0
SE,2020-03-09,36,36,0,0,0
SG,2020-03-09,29,25,4,0,0
SO,2020-03-09,21,16,5,0,0
SS,2020-03-09,23,23,0,0,0
T,2020-03-09,13,9,0,0,4
TE,2020-03-09,5,5,0,0,0
TF,2020-03-09,34,29,0,0,5
TO,2020-03-09,46,11,0,0,35
V,2020-03-09,104,93,10,0,1
VA,2020-03-09,16,13,3,0,0
VI,2020-03-09,61,61,0,0,0
Z,2020-03-09,30,30,0,0,0
ZA,2020-03-09,6,4,2,0,0
A,2020-03-10,120,103,16,0,1
AB,2020-03-10,43,7,0,0,36
AL,2020-03-10,8,7,1,0,0
AV,2020-03-10,21,20,1,0,0
B,2020-03-10,688,649,0,1,38
BA,2020-03-10,17,17,0,0,0
BI,2020-03-10,99,97,0,0,2
BU,2020-03-10,38,35,3,0,0
C,2020-03-10,53,53,0,0,0
CA,2020-03-10,20,18,2,0,0
CC,2020-03-10,23,16,7,0,0
CE,2020-03-10,1,0,0,0,1
CO,2020-03-10,23,22,1,0,0
CR,2020-03-10,111,35,0,0,76
CS,2020-03-10,21,20,0,0,1
CU,2020-03-10,28,6,0,0,22
GC,2020-03-10,23,22,0,0,1
GI,2020-03-10,58,38,0,0,20
GR,2020-03-10,29,28,1,0,0
GU,2020-03-10,26,9,0,0,17
H,2020-03-10,2,1,1,0,0
HU,2020-03-10,9,9,0,0,0
J,2020-03-10,23,23,0,0,0
L,2020-03-10,27,19,0,0,8
LE,2020-03-10,11,11,0,0,0
LO,2020-03-10,88,88,0,0,0
LU,2020-03-10,16,16,0,0,0
M,2020-03-10,1987,1980,1,0,6
MA,2020-03-10,74,65,9,0,0
ME,2020-03-10,5,5,0,0,0
MU,2020-03-10,65,48,16,0,1
NA,2020-03-10,109,84,25,0,0
O,2020-03-10,52,52,0,0,0
OR,2020-03-10,15,15,0,0,0
P,2020-03-10,4,3,1,0,0
PM,2020-03-10,36,34,2,0,0
PO,2020-03-10,34,29,2,0,3
S,2020-03-10,3,3,0,0,0
SA,2020-03-10,48,46,2,0,0
SE,2020-03-10,42,40,2,0,0
SG,2020-03-10,38,35,3,0,0
SO,2020-03-10,17,10,7,0,0
SS,2020-03-10,33,33,0,0,0
T,2020-03-10,21,16,0,0,5
TE,2020-03-10,8,8,0,0,0
TF,2020-03-10,29,26,0,0,3
TO,2020-03-10,81,22,1,0,58
V,2020-03-10,164,143,17,0,4
VA,2020-03-10,26,23,3,0,0
VI,2020-03-10,95,95,0,0,0
Z,2020-03-10,35,35,0,0,0
ZA,2020-03-10,10,8,2,0,0
A,2020-03-11,119,105,12,0,2
AB,2020-03-11,64,13,1,0,50
AL,2020-03-11,12,12,0,0,0
AV,2020-03-11,23,20,3,0,0
B,2020-03-11,682,645,0,1,36
BA,2020-03-11,17,16,1,0,0
BI,2020-03-11,103,101,0,0,2
BU,2020-03-11,47,35,12,0,0
C,2020-03-11,52,50,1,0,1
CA,2020-03-11,31,29,2,0,0
CC,2020-03-11,55,39,16,0,0
CE,2020-03-11,3,0,1,0,2
CO,2020-03-11,22,17,5,0,0
CR,2020-03-11,122,23,1,1,97
CS,2020-03-11,20,20,0,0,0
CU,2020-03-11,37,8,0,0,29
GC,2020-03-11,23,20,0,0,3
GI,2020-03-11,40,25,0,0,15
GR,2020-03-11,39,39,0,0,0
GU,2020-03-11,28,10,0,0,18
H,2020-03-11,10,9,1,0,0
HU,2020-03-11,6,6,0,0,0
J,2020-03-11,27,26,1,0,0
L,2020-03-11,10,10,0,0,0
LE,2020-03-11,27,21,6,0,0
LO,2020-03-11,71,68,2,0,1
LU,2020-03-11,13,13,0,0,0
M,2020-03-11,1963,1962,0,0,1
MA,2020-03-11,84,79,5,0,0
ME,2020-03-11,4,3,0,0,1
MU,2020-03-11,74,56,17,0,1
NA,2020-03-11,130,109,21,0,0
O,2020-03-11,43,43,0,0,0
OR,2020-03-11,27,27,0,0,0
P,2020-03-11,12,11,1,0,0
PM,2020-03-11,42,41,1,0,0
PO,2020-03-11,39,39,0,0,0
S,2020-03-11,17,17,0,0,0
SA,2020-03-11,38,34,4,0,0
SE,2020-03-11,38,35,3,0,0
SG,2020-03-11,44,41,3,0,0
SO,2020-03-11,20,15,4,0,1
SS,2020-03-11,39,34,0,0,5
T,2020-03-11,23,21,0,0,2
TE,2020-03-11,6,6,0,0,0
TF,2020-03-11,35,33,0,0,2
TO,2020-03-11,71,22,0,0,49
V,2020-03-11,151,135,13,0,3
VA,2020-03-11,38,36,2,0,0
VI,2020-03-11,84,84,0,0,0
Z,2020-03-11,53,53,0,0,0
ZA,2020-03-11,9,8,1,0,0
A,2020-03-12,137,123,13,0,1
AB,2020-03-12,92,14,0,0,78
AL,2020-03-12,11,11,0,0,0
AV,2020-03-12,24,21,3,0,0
B,2020-03-12,908,866,0,1,41
BA,2020-03-12,30,29,1,0,0
BI,2020-03-12,122,116,0,0,6
BU,2020-03-12,39,37,2,0,0
C,2020-03-12,75,75,0,0,0
CA,2020-03-12,27,26,1,0,0
CC,2020-03-12,56,42,14,0,0
CE,2020-03-12,1,0,0,0,1
CO,2020-03-12,29,25,4,0,0
CR,2020-03-12,173,44,1,3,125
CS,2020-03-12,47,44,3,0,0
CU,2020-03-12,35,11,1,0,23
GC,2020-03-12,32,32,0,0,0
GI,2020-03-12,62,51,0,0,11
GR,2020-03-12,57,56,1,0,0
GU,2020-03-12,57,15,0,0,42
H,2020-03-12,9,9,0,0,0
HU,2020-03-12,8,8,0,0,0
J,2020-03-12,33,31,2,0,0
L,2020-03-12,28,22,0,0,6
LE,2020-03-12,40,37,3,0,0
LO,2020-03-12,74,72,2,0,0
LU,2020-03-12,21,21,0,0,0
M,2020-03-12,2340,2333,0,0,7
MA,2020-03-12,99,93,6,0,0
ME,2020-03-12,3,1,1,0,1
MU,2020-03-12,62,40,21,0,1
NA,2020-03-12,182,140,42,0,0
O,2020-03-12,57,57,0,0,0
OR,2020-03-12,31,31,0,0,0
P,2020-03-12,11,10,1,0,0
PM,2020-03-12,42,39,2,0,1
PO,2020-03-12,54,54,0,0,0
S,2020-03-12,36,36,0,0,0
SA,2020-03-12,59,56,3,0,0
SE,2020-03-12,53,50,3,0,0
SG,2020-03-12,55,53,2,0,0
SO,2020-03-12,46,31,15,0,0
SS,2020-03-12,46,45,0,0,1
T,2020-03-12,29,28,0,0,1
TE,2020-03-12,10,10,0,0,0
TF,2020-03-12,41,37,0,0,4
TO,2020-03-12,97,27,2,0,68
V,2020-03-12,202,188,14,0,0
VA,2020-03-12,53,48,5,0,0
VI,2020-03-12,104,103,0,0,1
Z,2020-03-12,61,61,0,0,0
ZA,2020-03-12,17,15,2,0,0
A,2020-03-13,180,144,29,0,7
AB,2020-03-13,133,33,0,0,100
AL,2020-03-13,16,15,1,0,0
AV,2020-03-13,65,62,3,0,0
B,2020-03-13,1187,1126,0,4,57
BA,2020-03-13,21,19,2,0,0
BI,2020-03-13,222,205,0,0,17
BU,2020-03-13,56,50,6,0,0
C,2020-03-13,94,94,0,0,0
CA,2020-03-13,33,31,2,0,0
CC,2020-03-13,71,60,11,0,0
CE,2020-03-13,6,1,0,0,5
CO,2020-03-13,54,48,6,0,0
CR,2020-03-13,250,72,0,3,175
CS,2020-03-13,55,54,1,0,0
CU,2020-03-13,55,19,0,0,36
GC,2020-03-13,43,40,0,0,3
GI,2020-03-13,88,68,0,0,20
GR,2020-03-13,77,74,3,0,0
GU,2020-03-13,56,14,0,0,42
H,2020-03-13,16,14,2,0,0
HU,2020-03-13,16,16,0,0,0
J,2020-03-13,45,41,4,0,0
L,2020-03-13,42,34,0,1,7
LE,2020-03-13,65,54,11,0,0
LO,2020-03-13,107,106,1,0,0
LU,2020-03-13,27,27,0,0,0
M,2020-03-13,2825,2821,0,0,4
MA,2020-03-13,151,139,12,0,0
ME,2020-03-13,10,9,1,0,0
MU,2020-03-13,104,70,33,0,1
NA,2020-03-13,211,138,73,0,0
O,2020-03-13,70,70,0,0,0
OR,2020-03-13,39,39,0,0,0
P,2020-03-13,9,8,1,0,0
PM,2020-03-13,61,61,0,0,0
PO,2020-03-13,81,80,0,0,1
S,2020-03-13,54,54,0,0,0
SA,2020-03-13,81,69,12,0,0
SE,2020-03-13,94,84,10,0,0
SG,2020-03-13,82,73,9,0,0
SO,2020-03-13,45,38,7,0,0
SS,2020-03-13,69,68,0,0,1
T,2020-03-13,41,37,0,0,4
TE,2020-03-13,10,10,0,0,0
TF,2020-03-13,66,60,0,0,6
TO,2020-03-13,133,44,1,0,88
V,2020-03-13,263,245,15,0,3
VA,2020-03-13,88,82,6,0,0
VI,2020-03-13,135,134,0,0,1
Z,2020-03-13,88,87,0,0,1
ZA,2020-03-13,14,10,4,0,0
A,2020-03-14,183,167,12,0,4
AB,2020-03-14,113,28,1,0,84
AL,2020-03-14,11,11,0,0,0
AV,2020-03-14,63,60,3,0,0
B,2020-03-14,1123,1065,0,6,52
BA,2020-03-14,22,22,0,0,0
BI,2020-03-14,192,188,0,0,4
BU,2020-03-14,61,58,3,0,0
C,2020-03-14,91,90,0,0,1
CA,2020-03-14,48,46,2,0,0
CC,2020-03-14,66,48,18,0,0
CE,2020-03-14,4,0,1,0,3
CO,2020-03-14,33,31,2,0,0
CR,2020-03-14,248,62,0,2,184
CS,2020-03-14,44,42,0,0,2
CU,2020-03-14,47,18,0,0,29
GC,2020-03-14,40,38,0,0,2
GI,2020-03-14,123,99,0,0,24
GR,2020-03-14,83,80,3,0,0
GU,2020-03-14,79,13,0,0,66
H,2020-03-14,11,10,1,0,0
HU,2020-03-14,11,11,0,0,0
J,2020-03-14,42,41,1,0,0
L,2020-03-14,36,34,0,0,2
LE,2020-03-14,59,52,7,0,0
LO,2020-03-14,138,136,2,0,0
LU,2020-03-14,24,24,0,0,0
M,2020-03-14,2555,2544,0,0,11
MA,2020-03-14,115,102,13,0,0
ME,2020-03-14,4,3,1,0,0
MU,2020-03-14,108,80,28,0,0
NA,2020-03-14,177,121,56,0,0
O,2020-03-14,81,81,0,0,0
OR,2020-03-14,37,37,0,0,0
P,2020-03-14,16,16,0,0,0
PM,2020-03-14,71,68,3,0,0
PO,2020-03-14,88,87,1,0,0
S,2020-03-14,59,59,0,0,0
SA,2020-03-14,77,65,12,0,0
SE,2020-03-14,77,71,6,0,0
SG,2020-03-14,72,61,11,0,0
SO,2020-03-14,58,49,8,1,0
SS,2020-03-14,80,77,0,0,3
T,2020-03-14,39,38,0,0,1
TE,2020-03-14,12,12,0,0,0
TF,2020-03-14,57,55,0,0,2
TO,2020-03-14,121,40,0,0,81
V,2020-03-14,267,241,21,0,5
VA,2020-03-14,90,85,5,0,0
VI,2020-03-14,146,143,0,0,3
Z,2020-03-14,83,83,0,0,0
ZA,2020-03-14,25,19,6,0,0
A,2020-03-15,213,182,26,0,5
AB,2020-03-15,187,51,1,0,135
AL,2020-03-15,20,19,1,0,0
AV,2020-03-15,28,24,4,0,0
B,2020-03-15,1191,1138,0,9,44
BA,2020-03-15,20,20,0,0,0
BI,2020-03-15,221,210,0,0,11
BU,2020-03-15,67,63,4,0,0
C,2020-03-15,110,109,1,0,0
CA,2020-03-15,56,52,4,0,0
CC,2020-03-15,65,42,23,0,0
CE,2020-03-15,2,0,1,0,1
CO,2020-03-15,40,35,5,0,0
CR,2020-03-15,298,102,0,6,190
CS,2020-03-15,53,50,3,0,0
CU,2020-03-15,77,27,1,0,49
GC,2020-03-15,35,34,0,0,1
GI,2020-03-15,92,79,0,0,13
GR,2020-03-15,89,86,3,0,0
GU,2020-03-15,62,16,1,0,45
H,2020-03-15,13,10,3,0,0
HU,2020-03-15,14,14,0,0,0
J,2020-03-15,29,27,2,0,0
L,2020-03-15,41,35,0,0,6
LE,2020-03-15,57,55,2,0,0
LO,2020-03-15,111,109,2,0,0
LU,2020-03-15,27,27,0,0,0
M,2020-03-15,2661,2652,0,0,9
MA,2020-03-15,123,112,11,0,0
ME,2020-03-15,3,3,0,0,0
MU,2020-03-15,97,70,26,0,1
NA,2020-03-15,262,166,96,0,0
O,2020-03-15,89,89,0,0,0
OR,2020-03-15,57,57,0,0,0
P,2020-03-15,30,26,4,0,0
PM,2020-03-15,85,83,1,0,1
PO,2020-03-15,76,76,0,0,0
S,2020-03-15,68,68,0,0,0
SA,2020-03-15,91,76,14,0,1
SE,2020-03-15,79,67,12,0,0
SG,2020-03-15,95,87,8,0,0
SO,2020-03-15,72,48,24,0,0
SS,2020-03-15,75,75,0,0,0
T,2020-03-15,37,34,0,0,3
TE,2020-03-15,10,10,0,0,0
TF,2020-03-15,54,53,0,0,1
TO,2020-03-15,148,53,0,0,95
V,2020-03-15,258,230,26,0,2
VA,2020-03-15,80,78,2,0,0
VI,2020-03-15,136,131,0,0,5
Z,2020-03-15,102,102,0,0,0
ZA,2020-03-15,16,13,3,0,0
A,2020-03-16,234,208,23,0,3
AB,2020-03-16,147,37,1,0,109
AL,2020-03-16,24,23,1,0,0
AV,2020-03-16,46,37,9,0,0
B,2020-03-16,1414,1305,0,7,102
BA,2020-03-16,33,32,1,0,0
BI,2020-03-16,339,326,0,0,13
BU,2020-03-16,76,68,8,0,0
C,2020-03-16,162,161,1,0,0
CA,2020-03-16,70,64,6,0,0
CC,2020-03-16,83,62,21,0,0
CE,2020-03-16,6,1,1,0,4
CO,2020-03-16,45,37,8,0,0
CR,2020-03-16,350,104,0,1,245
CS,2020-03-16,63,61,1,0,1
CU,2020-03-16,80,29,1,0,50
GC,2020-03-16,49,46,0,0,3
GI,2020-03-16,160,130,0,0,30
GR,2020-03-16,106,105,1,0,0
GU,2020-03-16,71,17,0,0,54
H,2020-03-16,21,19,2,0,0
HU,2020-03-16,23,23,0,0,0
J,2020-03-16,46,45,1,0,0
L,2020-03-16,64,53,0,1,10
LE,2020-03-16,79,67,12,0,0
LO,2020-03-16,157,154,3,0,0
LU,2020-03-16,39,38,1,0,0
M,2020-03-16,2958,2951,0,0,7
MA,2020-03-16,162,147,15,0,0
ME,2020-03-16,6,2,2,1,1
MU,2020-03-16,130,98,32,0,0
NA,2020-03-16,274,156,118,0,0
O,2020-03-16,106,106,0,0,0
OR,2020-03-16,66,66,0,0,0
P,2020-03-16,28,28,0,0,0
PM,2020-03-16,88,84,1,0,3
PO,2020-03-16,122,118,1,0,3
S,2020-03-16,71,71,0,0,0
SA,2020-03-16,170,149,21,0,0
SE,2020-03-16,98,95,3,0,0
SG,2020-03-16,138,118,20,0,0
SO,2020-03-16,79,66,13,0,0
SS,2020-03-16,93,86,0,0,7
T,2020-03-16,65,52,0,1,12
TE,2020-03-16,20,20,0,0,0
TF,2020-03-16,83,70,0,0,13
TO,2020-03-16,158,51,1,0,106
V,2020-03-16,335,299,30,0,6
VA,2020-03-16,136,126,9,1,0
VI,2020-03-16,165,163,0,0,2
Z,2020-03-16,119,119,0,0,0
ZA,2020-03-16,28,20,8,0,0
A,2020-03-17,209,191,13,0,5
AB,2020-03-17,143,24,0,0,119
AL,2020-03-17,12,12,0,0,0
AV,2020-03-17,79,70,9,0,0
B,2020-03-17,1334,1275,0,7,52
BA,2020-03-17,33,32,1,0,0
BI,2020-03-17,307,294,0,0,13
BU,2020-03-17,80,70,9,1,0
C,2020-03-17,143,142,1,0,0
CA,2020-03-17,55,51,4,0,0
CC,2020-03-17,68,58,10,0,0
CE,2020-03-17,5,0,1,0,4
CO,2020-03-17,58,54,4,0,0
CR,2020-03-17,273,72,1,1,199
CS,2020-03-17,56,53,1,0,2
CU,2020-03-17,86,30,2,0,54
GC,2020-03-17,30,29,0,0,1
GI,2020-03-17,114,103,0,0,11
GR,2020-03-17,109,106,3,0,0
GU,2020-03-17,66,18,2,1,45
H,2020-03-17,13,11,2,0,0
HU,2020-03-17,19,19,0,0,0
J,2020-03-17,51,49,2,0,0
L,2020-03-17,47,42,0,0,5
LE,2020-03-17,71,59,12,0,0
LO,2020-03-17,122,117,5,0,0
LU,2020-03-17,27,27,0,0,0
M,2020-03-17,2779,2776,0,0,3
MA,2020-03-17,156,147,9,0,0
ME,2020-03-17,3,3,0,0,0
MU,2020-03-17,103,79,24,0,0
NA,2020-03-17,267,169,98,0,0
O,2020-03-17,80,80,0,0,0
OR,2020-03-17,54,52,2,0,0
P,2020-03-17,30,29,1,0,0
PM,2020-03-17,82,79,3,0,0
PO,2020-03-17,103,102,0,0,1
S,2020-03-17,76,76,0,0,0
SA,2020-03-17,87,78,9,0,0
SE,2020-03-17,119,107,12,0,0
SG,2020-03-17,130,124,6,0,0
SO,2020-03-17,84,64,20,0,0
SS,2020-03-17,87,80,0,0,7
T,2020-03-17,61,52,0,0,9
TE,2020-03-17,20,20,0,0,0
TF,2020-03-17,62,60,0,0,2
TO,2020-03-17,176,54,0,0,122
V,2020-03-17,290,261,25,0,4
VA,2020-03-17,144,142,2,0,0
VI,2020-03-17,143,143,0,0,0
Z,2020-03-17,116,115,0,1,0
ZA,2020-03-17,26,20,6,0,0
A,2020-03-18,194,168,19,0,7
AB,2020-03-18,153,35,1,0,117
AL,2020-03-18,14,13,1,0,0
AV,2020-03-18,75,68,7,0,0
B,2020-03-18,1418,1354,0,5,59
BA,2020-03-18,32,30,2,0,0
BI,2020-03-18,285,278,0,0,7
BU,2020-03-18,79,70,9,0,0
C,2020-03-18,137,135,0,0,2
CA,2020-03-18,49,44,5,0,0
CC,2020-03-18,88,68,19,0,1
CE,2020-03-18,6,0,2,0,4
CO,2020-03-18,40,37,3,0,0
CR,2020-03-18,322,78,0,1,243
CS,2020-03-18,58,52,5,0,1
CU,2020-03-18,57,23,0,0,34
GC,2020-03-18,38,37,0,0,1
GI,2020-03-18,110,96,0,0,14
GR,2020-03-18,110,105,5,0,0
GU,2020-03-18,82,23,1,0,58
H,2020-03-18,22,22,0,0,0
HU,2020-03-18,18,18,0,0,0
J,2020-03-18,60,56,4,0,0
L,2020-03-18,99,84,0,1,14
LE,2020-03-18,95,85,10,0,0
LO,2020-03-18,143,142,1,0,0
LU,2020-03-18,19,19,0,0,0
M,2020-03-18,2641,2630,0,0,11
MA,2020-03-18,141,129,12,0,0
ME,2020-03-18,6,5,0,0,1
MU,2020-03-18,122,91,30,0,1
NA,2020-03-18,250,176,74,0,0
O,2020-03-18,91,91,0,0,0
OR,2020-03-18,35,35,0,0,0
P,2020-03-18,27,27,0,0,0
PM,2020-03-18,81,80,1,0,0
PO,2020-03-18,118,117,1,0,0
S,2020-03-18,89,89,0,0,0
SA,2020-03-18,139,123,16,0,0
SE,2020-03-18,94,87,7,0,0
SG,2020-03-18,130,119,11,0,0
SO,2020-03-18,69,48,21,0,0
SS,2020-03-18,86,85,0,0,1
T,2020-03-18,52,46,0,0,6
TE,2020-03-18,10,10,0,0,0
TF,2020-03-18,79,72,0,0,7
TO,2020-03-18,173,55,2,0,116
V,2020-03-18,280,258,19,0,3
VA,2020-03-18,174,169,5,0,0
VI,2020-03-18,182,181,0,0,1
Z,2020-03-18,136,136,0,0,0
ZA,2020-03-18,26,22,4,0,0
A,2020-03-19,207,185,20,0,2
AB,2020-03-19,147,37,1,0,109
AL,2020-03-19,22,22,0,0,0
AV,2020-03-19,95,86,9,0,0
B,2020-03-19,1347,1283,0,4,60
BA,2020-03-19,42,41,1,0,0
BI,2020-03-19,281,269,0,0,12
BU,2020-03-19,76,70,6,0,0
C,2020-03-19,117,115,2,0,0
CA,2020-03-19,54,52,2,0,0
CC,2020-03-19,79,58,21,0,0
CE,2020-03-19,5,0,2,0,3
CO,2020-03-19,42,40,2,0,0
CR,2020-03-19,249,77,1,2,169
CS,2020-03-19,61,59,2,0,0
CU,2020-03-19,87,33,1,0,53
GC,2020-03-19,24,22,0,0,2
GI,2020-03-19,113,105,0,0,8
GR,2020-03-19,98,92,6,0,0
GU,2020-03-19,62,17,0,0,45
H,2020-03-19,18,17,1,0,0
HU,2020-03-19,23,23,0,0,0
J,2020-03-19,53,45,8,0,0
L,2020-03-19,87,77,0,1,9
LE,2020-03-19,144,133,11,0,0
LO,2020-03-19,168,167,1,0,0
LU,2020-03-19,26,26,0,0,0
M,2020-03-19,2434,2425,0,0,9
MA,2020-03-19,144,139,5,0,0
ME,2020-03-19,6,3,1,0,2
MU,2020-03-19,120,80,40,0,0
NA,2020-03-19,233,153,80,0,0
O,2020-03-19,101,101,0,0,0
OR,2020-03-19,55,54,1,0,0
P,2020-03-19,44,43,1,0,0
PM,2020-03-19,105,102,2,0,1
PO,2020-03-19,96,95,1,0,0
S,2020-03-19,177,177,0,0,0
SA,2020-03-19,128,118,10,0,0
SE,2020-03-19,123,113,10,0,0
SG,2020-03-19,137,126,11,0,0
SO,2020-03-19,82,73,9,0,0
SS,2020-03-19,76,73,0,0,3
T,2020-03-19,60,57,0,0,3
TE,2020-03-19,22,22,0,0,0
TF,2020-03-19,52,47,0,0,5
TO,2020-03-19,197,76,0,0,121
V,2020-03-19,226,211,11,0,4
VA,2020-03-19,132,130,2,0,0
VI,2020-03-19,108,106,0,0,2
Z,2020-03-19,121,121,0,0,0
ZA,2020-03-19,28,20,8,0,0
A,2020-03-20,238,214,22,0,2
AB,2020-03-20,167,51,1,0,115
AL,2020-03-20,30,29,1,0,0
AV,2020-03-20,71,68,3,0,0
B,2020-03-20,1605,1532,0,6,67
BA,2020-03-20,57,55,2,0,0
BI,2020-03-20,327,304,0,0,23
BU,2020-03-20,95,71,24,0,0
C,2020-03-20,186,184,0,0,2
CA,2020-03-20,67,64,3,0,0
CC,2020-03-20,102,73,29,0,0
CE,2020-03-20,7,0,1,0,6
CO,2020-03-20,51,48,3,0,0
CR,2020-03-20,388,118,3,6,261
CS,2020-03-20,58,55,3,0,0
CU,2020-03-20,89,35,2,0,52
GC,2020-03-20,30,30,0,0,0
GI,2020-03-20,145,126,0,0,19
GR,2020-03-20,146,144,2,0,0
GU,2020-03-20,89,28,0,0,61
H,2020-03-20,28,25,3,0,0
HU,2020-03-20,30,30,0,0,0
J,2020-03-20,110,100,10,0,0
L,2020-03-20,73,68,0,0,5
LE,2020-03-20,147,123,24,0,0
LO,2020-03-20,191,190,1,0,0
LU,2020-03-20,41,41,0,0,0
M,2020-03-20,3095,3090,1,0,4
MA,2020-03-20,203,190,13,0,0
ME,2020-03-20,4,4,0,0,0
MU,2020-03-20,122,86,36,0,0
NA,2020-03-20,327,228,98,0,1
O,2020-03-20,83,83,0,0,0
OR,2020-03-20,101,100,1,0,0
P,2020-03-20,53,49,4,0,0
PM,2020-03-20,97,95,2,0,0
PO,2020-03-20,142,137,3,0,2
S,2020-03-20,143,143,0,0,0
SA,2020-03-20,163,146,17,0,0
SE,2020-03-20,158,146,12,0,0
SG,2020-03-20,156,139,17,0,0
SO,2020-03-20,90,73,17,0,0
SS,2020-03-20,112,106,0,0,6
T,2020-03-20,66,61,0,0,5
TE,2020-03-20,24,24,0,0,0
TF,2020-03-20,87,81,0,0,6
TO,2020-03-20,202,78,2,0,122
V,2020-03-20,276,240,34,0,2
VA,2020-03-20,146,138,8,0,0
VI,2020-03-20,171,170,0,0,1
Z,2020-03-20,181,181,0,0,0
ZA,2020-03-20,33,22,11,0,0
A,2020-03-21,166,148,15,0,3
AB,2020-03-21,141,36,1,0,104
AL,2020-03-21,32,31,1,0,0
AV,2020-03-21,79,76,3,0,0
B,2020-03-21,1194,1149,0,3,42
BA,2020-03-21,36,36,0,0,0
BI,2020-03-21,251,246,0,0,5
BU,2020-03-21,70,60,10,0,0
C,2020-03-21,113,112,0,0,1
CA,2020-03-21,67,65,2,0,0
CC,2020-03-21,87,68,19,0,0
CE,2020-03-21,7,0,1,0,6
CO,2020-03-21,49,47,2,0,0
CR,2020-03-21,223,69,0,1,153
CS,2020-03-21,61,58,2,0,1
CU,2020-03-21,63,22,3,0,38
GC,2020-03-21,22,19,0,0,3
GI,2020-03-21,111,103,0,0,8
GR,2020-03-21,103,99,4,0,0
GU,2020-03-21,38,10,0,0,28
H,2020-03-21,18,18,0,0,0
HU,2020-03-21,16,16,0,0,0
J,2020-03-21,59,54,4,0,1
L,2020-03-21,93,87,0,1,5
LE,2020-03-21,78,62,16,0,0
LO,2020-03-21,133,133,0,0,0
LU,2020-03-21,32,31,0,0,1
M,2020-03-21,1917,1913,1,0,3
MA,2020-03-21,109,102,7,0,0
ME,2020-03-21,3,1,0,0,2
MU,2020-03-21,83,67,15,0,1
NA,2020-03-21,206,152,54,0,0
O,2020-03-21,68,68,0,0,0
OR,2020-03-21,51,50,1,0,0
P,2020-03-21,39,38,1,0,0
PM,2020-03-21,62,61,1,0,0
PO,2020-03-21,80,79,0,0,1
S,2020-03-21,99,99,0,0,0
SA,2020-03-21,171,155,16,0,0
SE,2020-03-21,107,101,6,0,0
SG,2020-03-21,119,109,10,0,0
SO,2020-03-21,90,83,7,0,0
SS,2020-03-21,74,69,0,0,5
T,2020-03-21,49,44,0,0,5
TE,2020-03-21,13,13,0,0,0
TF,2020-03-21,63,58,0,0,5
TO,2020-03-21,155,61,1,0,93
