ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
IB,2020-06-06,2,2,0,0,0
MC,2020-06-06,1,1,0,0,0
MD,2020-06-06,77,77,0,0,0
ML,2020-06-06,0,0,0,0,0
NC,2020-06-06,1,1,0,0,0
PV,2020-06-06,16,16,0,0,0
RI,2020-06-06,0,0,0,0,0
VC,2020-06-06,6,6,0,0,0
AN,2020-06-07,3,3,0,0,0
AR,2020-06-07,6,6,0,0,0
AS,2020-06-07,0,0,0,0,0
CB,2020-06-07,4,4,0,0,0
CE,2020-06-07,0,0,0,0,0
CL,2020-06-07,9,8,0,1,0
CM,2020-06-07,8,8,0,0,0
CN,2020-06-07,0,0,0,0,0
CT,2020-06-07,34,30,0,4,0
EX,2020-06-07,5,2,3,0,0
GA,2020-06-07,1,0,0,1,0
IB,2020-06-07,4,4,0,0,0
MC,2020-06-07,0,0,0,0,0
MD,2020-06-07,23,23,0,0,0
ML,2020-06-07,0,0,0,0,0
NC,2020-06-07,2,2,0,0,0
PV,2020-06-07,12,12,0,0,0
RI,2020-06-07,1,1,0,0,0
VC,2020-06-07,4,4,0,0,0
AN,2020-06-08,3,3,0,0,0
AR,2020-06-08,3,3,0,0,0
AS,2020-06-08,0,0,0,0,0
CB,2020-06-08,1,1,0,0,0
CE,2020-06-08,0,0,0,0,0
CL,2020-06-08,11,11,0,0,0
CM,2020-06-08,8,8,0,0,0
CN,2020-06-08,0,0,0,0,0
CT,2020-06-08,51,50,0,1,0
EX,2020-06-08,1,1,0,0,0
GA,2020-06-08,2,2,0,0,0
IB,2020-06-08,2,2,0,0,0
MC,2020-06-08,0,0,0,0,0
MD,2020-06-08,37,37,0,0,0
ML,2020-06-08,0,0,0,0,0
NC,2020-06-08,0,0,0,0,0
PV,2020-06-08,8,8,0,0,0
RI,2020-06-08,1,1,0,0,0
VC,2020-06-08,3,3,0,0,0
AN,2020-06-09,4,4,0,0,0
AR,2020-06-09,4,4,0,0,0
AS,2020-06-09,1,1,0,0,0
CB,2020-06-09,1,1,0,0,0
CE,2020-06-09,0,0,0,0,0
CL,2020-06-09,4,4,0,0,0
CM,2020-06-09,4,4,0,0,0
CN,2020-06-09,2,2,0,0,0
CT,2020-06-09,24,19,0,5,0
EX,2020-06-09,2,2,0,0,0
GA,2020-06-09,0,0,0,0,0
IB,2020-06-09,4,4,0,0,0
MC,2020-06-09,0,0,0,0,0
MD,2020-06-09,63,63,0,0,0
ML,2020-06-09,1,1,0,0,0
NC,2020-06-09,3,3,0,0,0
PV,2020-06-09,5,5,0,0,0
RI,2020-06-09,1,1,0,0,0
VC,2020-06-09,3,3,0,0,0
AN,2020-06-10,3,3,0,0,0
AR,2020-06-10,2,2,0,0,0
AS,2020-06-10,0,0,0,0,0
CB,2020-06-10,0,0,0,0,0
CE,2020-06-10,0,0,0,0,0
CL,2020-06-10,1,1,0,0,0
CM,2020-06-10,3,3,0,0,0
CN,2020-06-10,0,0,0,0,0
CT,2020-06-10,19,19,0,0,0
EX,2020-06-10,0,0,0,0,0
GA,2020-06-10,0,0,0,0,0
IB,2020-06-10,1,1,0,0,0
MC,2020-06-10,1,1,0,0,0
MD,2020-06-10,13,13,0,0,0
ML,2020-06-10,0,0,0,0,0
NC,2020-06-10,1,1,0,0,0
PV,2020-06-10,3,3,0,0,0
RI,2020-06-10,0,0,0,0,0
VC,2020-06-10,1,1,0,0,0
AN,2020-06-11,0,0,0,0,0
AR,2020-06-11,1,1,0,0,0
AS,2020-06-11,0,0,0,0,0
CB,2020-06-11,1,0,1,0,0
CE,2020-06-11,0,0,0,0,0
CL,2020-06-11,1,1,0,0,0
CM,2020-06-11,0,0,0,0,0
CN,2020-06-11,0,0,0,0,0
CT,2020-06-11,11,11,0,0,0
EX,2020-06-11,0,0,0,0,0
GA,2020-06-11,1,1,0,0,0
IB,2020-06-11,3,3,0,0,0
MC,2020-06-11,0,0,0,0,0
MD,2020-06-11,5,5,0,0,0
ML,2020-06-11,0,0,0,0,0
NC,2020-06-11,0,0,0,0,0
PV,2020-06-11,3,3,0,0,0
RI,2020-06-11,0,0,0,0,0
VC,2020-06-11,2,2,0,0,0
AN,2020-06-12,1,1,0,0,0
AR,2020-06-12,0,0,0,0,0
AS,2020-06-12,0,0,0,0,0
CB,2020-06-12,0,0,0,0,0
CE,2020-06-12,0,0,0,0,0
CL,2020-06-12,2,2,0,0,0
CM,2020-06-12,1,1,0,0,0
CN,2020-06-12,1,1,0,0,0
CT,2020-06-12,3,3,0,0,0
EX,2020-06-12,0,0,0,0,0
GA,2020-06-12,1,1,0,0,0
IB,2020-06-12,2,2,0,0,0
MC,2020-06-12,0,0,0,0,0
MD,2020-06-12,8,8,0,0,0
ML,2020-06-12,0,0,0,0,0
NC,2020-06-12,0,0,0,0,0
PV,2020-06-12,0,0,0,0,0
RI,2020-06-12,0,0,0,0,0
VC,2020-06-12,2,2,0,0,0
AN,2020-06-13,0,0,0,0,0
AR,2020-06-13,1,1,0,0,0
AS,2020-06-13,0,0,0,0,0
CB,2020-06-13,0,0,0,0,0
CE,2020-06-13,0,0,0,0,0
CL,2020-06-13,1,1,0,0,0
CM,2020-06-13,0,0,0,0,0
CN,2020-06-13,0,0,0,0,0
CT,2020-06-13,3,3,0,0,0
EX,2020-06-13,0,0,0,0,0
GA,2020-06-13,0,0,0,0,0
IB,2020-06-13,0,0,0,0,0
MC,2020-06-13,0,0,0,0,0
MD,2020-06-13,0,0,0,0,0
ML,2020-06-13,0,0,0,0,0
NC,2020-06-13,0,0,0,0,0
PV,2020-06-13,0,0,0,0,0
RI,2020-06-13,0,0,0,0,0
VC,2020-06-13,0,0,0,0,0
AN,2020-06-14,0,0,0,0,0
AR,2020-06-14,0,0,0,0,0
AS,2020-06-14,0,0,0,0,0
CB,2020-06-14,1,1,0,0,0
CE,2020-06-14,0,0,0,0,0
CL,2020-06-14,0,0,0,0,0
CM,2020-06-14,0,0,0,0,0
CN,2020-06-14,0,0,0,0,0
CT,2020-06-14,0,0,0,0,0
EX,2020-06-14,0,0,0,0,0
GA,2020-06-14,1,1,0,0,0
IB,2020-06-14,2,2,0,0,0
MC,2020-06-14,0,0,0,0,0
MD,2020-06-14,2,2,0,0,0
ML,2020-06-14,0,0,0,0,0
NC,2020-06-14,0,0,0,0,0
PV,2020-06-14,0,0,0,0,0
RI,2020-06-14,0,0,0,0,0
VC,2020-06-14,0,0,0,0,0
